asset,time,FeeMeanUSD
ltc,2014-02-14 00:00:00+00:00,0.035665773
ltc,2014-02-15 00:00:00+00:00,0.02897878
ltc,2014-02-16 00:00:00+00:00,0.027684939
ltc,2014-02-17 00:00:00+00:00,0.024357012
ltc,2014-02-18 00:00:00+00:00,0.024424201
ltc,2014-02-19 00:00:00+00:00,0.029677293
ltc,2014-02-20 00:00:00+00:00,0.026395126
ltc,2014-02-21 00:00:00+00:00,0.026859518
ltc,2014-02-22 00:00:00+00:00,0.022820159
ltc,2014-02-23 00:00:00+00:00,0.027668945
ltc,2014-02-24 00:00:00+00:00,0.021763566
ltc,2014-02-25 00:00:00+00:00,0.032272994
ltc,2014-02-26 00:00:00+00:00,0.037952986
ltc,2014-02-27 00:00:00+00:00,0.024998877
ltc,2014-02-28 00:00:00+00:00,0.030056602
ltc,2014-03-01 00:00:00+00:00,0.023437078
ltc,2014-03-02 00:00:00+00:00,0.021778143
ltc,2014-03-03 00:00:00+00:00,0.135473477
ltc,2014-03-04 00:00:00+00:00,0.053989592
ltc,2014-03-05 00:00:00+00:00,0.046178196
ltc,2014-03-06 00:00:00+00:00,0.036695853
ltc,2014-03-07 00:00:00+00:00,0.034591322
ltc,2014-03-08 00:00:00+00:00,0.032549076
ltc,2014-03-09 00:00:00+00:00,0.050255201
ltc,2014-03-10 00:00:00+00:00,0.028339309
ltc,2014-03-11 00:00:00+00:00,0.033884837
ltc,2014-03-12 00:00:00+00:00,0.032649725
ltc,2014-03-13 00:00:00+00:00,0.030033224
ltc,2014-03-14 00:00:00+00:00,0.033979738
ltc,2014-03-15 00:00:00+00:00,0.025214169
ltc,2014-03-16 00:00:00+00:00,0.019697068
ltc,2014-03-17 00:00:00+00:00,0.021843824
ltc,2014-03-18 00:00:00+00:00,0.030952268
ltc,2014-03-19 00:00:00+00:00,0.029115888
ltc,2014-03-20 00:00:00+00:00,0.021409207
ltc,2014-03-21 00:00:00+00:00,0.021068482
ltc,2014-03-22 00:00:00+00:00,0.018256099
ltc,2014-03-23 00:00:00+00:00,0.028645131
ltc,2014-03-24 00:00:00+00:00,0.019232864
ltc,2014-03-25 00:00:00+00:00,0.019798416
ltc,2014-03-26 00:00:00+00:00,0.021648854
ltc,2014-03-27 00:00:00+00:00,0.021721939
ltc,2014-03-28 00:00:00+00:00,0.016935859
ltc,2014-03-29 00:00:00+00:00,0.018291502
ltc,2014-03-30 00:00:00+00:00,0.018247641
ltc,2014-03-31 00:00:00+00:00,0.018642576
ltc,2014-04-01 00:00:00+00:00,0.02009697
ltc,2014-04-02 00:00:00+00:00,0.016393858
ltc,2014-04-03 00:00:00+00:00,0.013426231
ltc,2014-04-04 00:00:00+00:00,0.01655752
ltc,2014-04-05 00:00:00+00:00,0.011441799
ltc,2014-04-06 00:00:00+00:00,0.013796522
ltc,2014-04-07 00:00:00+00:00,0.021757648
ltc,2014-04-08 00:00:00+00:00,0.014163101
ltc,2014-04-09 00:00:00+00:00,0.026510213
ltc,2014-04-10 00:00:00+00:00,0.010560541
ltc,2014-04-11 00:00:00+00:00,0.013891859
ltc,2014-04-12 00:00:00+00:00,0.014924232
ltc,2014-04-13 00:00:00+00:00,0.010880317
ltc,2014-04-14 00:00:00+00:00,0.014532951
ltc,2014-04-15 00:00:00+00:00,0.017273192
ltc,2014-04-16 00:00:00+00:00,0.018654977
ltc,2014-04-17 00:00:00+00:00,0.016380656
ltc,2014-04-18 00:00:00+00:00,0.016529939
ltc,2014-04-19 00:00:00+00:00,0.016916747
ltc,2014-04-20 00:00:00+00:00,0.019049881
ltc,2014-04-21 00:00:00+00:00,0.018136352
ltc,2014-04-22 00:00:00+00:00,0.020256976
ltc,2014-04-23 00:00:00+00:00,0.014817637
ltc,2014-04-24 00:00:00+00:00,0.014548933
ltc,2014-04-25 00:00:00+00:00,0.015128365
ltc,2014-04-26 00:00:00+00:00,0.026916304
ltc,2014-04-27 00:00:00+00:00,0.009280047
ltc,2014-04-28 00:00:00+00:00,0.015719011
ltc,2014-04-29 00:00:00+00:00,0.01091681
ltc,2014-04-30 00:00:00+00:00,0.016909638
ltc,2014-05-01 00:00:00+00:00,0.011665587
ltc,2014-05-02 00:00:00+00:00,0.011926435
ltc,2014-05-03 00:00:00+00:00,0.013781717
ltc,2014-05-04 00:00:00+00:00,0.019239928
ltc,2014-05-05 00:00:00+00:00,0.012741011
ltc,2014-05-06 00:00:00+00:00,0.012044668
ltc,2014-05-07 00:00:00+00:00,0.016858815
ltc,2014-05-08 00:00:00+00:00,0.017296022
ltc,2014-05-09 00:00:00+00:00,0.020002025
ltc,2014-05-10 00:00:00+00:00,0.012428182
ltc,2014-05-11 00:00:00+00:00,0.011324455
ltc,2014-05-12 00:00:00+00:00,0.015043796
ltc,2014-05-13 00:00:00+00:00,0.012102817
ltc,2014-05-14 00:00:00+00:00,0.016532339
ltc,2014-05-15 00:00:00+00:00,0.014313648
ltc,2014-05-16 00:00:00+00:00,0.01416958
ltc,2014-05-17 00:00:00+00:00,0.009030996
ltc,2014-05-18 00:00:00+00:00,0.012906943
ltc,2014-05-19 00:00:00+00:00,0.011612364
ltc,2014-05-20 00:00:00+00:00,0.01427428
ltc,2014-05-21 00:00:00+00:00,0.012513846
ltc,2014-05-22 00:00:00+00:00,0.014417838
ltc,2014-05-23 00:00:00+00:00,0.015754683
ltc,2014-05-24 00:00:00+00:00,0.013483399
ltc,2014-05-25 00:00:00+00:00,0.014785434
ltc,2014-05-26 00:00:00+00:00,0.012351215
ltc,2014-05-27 00:00:00+00:00,0.013795657
ltc,2014-05-28 00:00:00+00:00,0.019994072
ltc,2014-05-29 00:00:00+00:00,0.010901407
ltc,2014-05-30 00:00:00+00:00,0.012447882
ltc,2014-05-31 00:00:00+00:00,0.014069185
ltc,2014-06-01 00:00:00+00:00,0.016669671
ltc,2014-06-02 00:00:00+00:00,0.013011564
ltc,2014-06-03 00:00:00+00:00,0.014100453
ltc,2014-06-04 00:00:00+00:00,0.012967879
ltc,2014-06-05 00:00:00+00:00,0.018181846
ltc,2014-06-06 00:00:00+00:00,0.015221262
ltc,2014-06-07 00:00:00+00:00,0.016478829
ltc,2014-06-08 00:00:00+00:00,0.025200476
ltc,2014-06-09 00:00:00+00:00,0.016754211
ltc,2014-06-10 00:00:00+00:00,0.015809979
ltc,2014-06-11 00:00:00+00:00,0.015992721
ltc,2014-06-12 00:00:00+00:00,0.016408703
ltc,2014-06-13 00:00:00+00:00,0.014696156
ltc,2014-06-14 00:00:00+00:00,0.011071494
ltc,2014-06-15 00:00:00+00:00,0.015725633
ltc,2014-06-16 00:00:00+00:00,0.016526948
ltc,2014-06-17 00:00:00+00:00,0.019064286
ltc,2014-06-18 00:00:00+00:00,0.029902288
ltc,2014-06-19 00:00:00+00:00,0.017276533
ltc,2014-06-20 00:00:00+00:00,0.013639534
ltc,2014-06-21 00:00:00+00:00,0.011539816
ltc,2014-06-22 00:00:00+00:00,0.012581913
ltc,2014-06-23 00:00:00+00:00,0.015680109
ltc,2014-06-24 00:00:00+00:00,0.011231234
ltc,2014-06-25 00:00:00+00:00,0.031106881
ltc,2014-06-26 00:00:00+00:00,0.012611189
ltc,2014-06-27 00:00:00+00:00,0.010331313
ltc,2014-06-28 00:00:00+00:00,0.011493028
ltc,2014-06-29 00:00:00+00:00,0.010011413
ltc,2014-06-30 00:00:00+00:00,0.032005166
ltc,2014-07-01 00:00:00+00:00,0.012060838
ltc,2014-07-02 00:00:00+00:00,0.012944561
ltc,2014-07-03 00:00:00+00:00,0.010022402
ltc,2014-07-04 00:00:00+00:00,0.008190534
ltc,2014-07-05 00:00:00+00:00,0.009532916
ltc,2014-07-06 00:00:00+00:00,0.009136803
ltc,2014-07-07 00:00:00+00:00,0.010394732
ltc,2014-07-08 00:00:00+00:00,0.011721538
ltc,2014-07-09 00:00:00+00:00,0.014644571
ltc,2014-07-10 00:00:00+00:00,0.009717803
ltc,2014-07-11 00:00:00+00:00,0.01212056
ltc,2014-07-12 00:00:00+00:00,0.011865185
ltc,2014-07-13 00:00:00+00:00,0.011929908
ltc,2014-07-14 00:00:00+00:00,0.013801601
ltc,2014-07-15 00:00:00+00:00,0.013156002
ltc,2014-07-16 00:00:00+00:00,0.010812385
ltc,2014-07-17 00:00:00+00:00,0.00919046
ltc,2014-07-18 00:00:00+00:00,0.01170046
ltc,2014-07-19 00:00:00+00:00,0.377939187
ltc,2014-07-20 00:00:00+00:00,0.010383187
ltc,2014-07-21 00:00:00+00:00,0.009854113
ltc,2014-07-22 00:00:00+00:00,0.01083803
ltc,2014-07-23 00:00:00+00:00,0.01052172
ltc,2014-07-24 00:00:00+00:00,0.009219596
ltc,2014-07-25 00:00:00+00:00,0.008376717
ltc,2014-07-26 00:00:00+00:00,0.008193025
ltc,2014-07-27 00:00:00+00:00,0.009593822
ltc,2014-07-28 00:00:00+00:00,0.018616326
ltc,2014-07-29 00:00:00+00:00,0.007956325
ltc,2014-07-30 00:00:00+00:00,0.008226112
ltc,2014-07-31 00:00:00+00:00,0.011531706
ltc,2014-08-01 00:00:00+00:00,0.011599082
ltc,2014-08-02 00:00:00+00:00,0.007825636
ltc,2014-08-03 00:00:00+00:00,0.009888936
ltc,2014-08-04 00:00:00+00:00,0.009509355
ltc,2014-08-05 00:00:00+00:00,0.009315674
ltc,2014-08-06 00:00:00+00:00,0.027471822
ltc,2014-08-07 00:00:00+00:00,0.007826708
ltc,2014-08-08 00:00:00+00:00,0.007729159
ltc,2014-08-09 00:00:00+00:00,0.009561694
ltc,2014-08-10 00:00:00+00:00,0.011918394
ltc,2014-08-11 00:00:00+00:00,0.010124004
ltc,2014-08-12 00:00:00+00:00,0.007070859
ltc,2014-08-13 00:00:00+00:00,0.007164555
ltc,2014-08-14 00:00:00+00:00,0.006246348
ltc,2014-08-15 00:00:00+00:00,0.006987303
ltc,2014-08-16 00:00:00+00:00,0.006875314
ltc,2014-08-17 00:00:00+00:00,0.005726141
ltc,2014-08-18 00:00:00+00:00,0.008188004
ltc,2014-08-19 00:00:00+00:00,0.006593499
ltc,2014-08-20 00:00:00+00:00,0.006518938
ltc,2014-08-21 00:00:00+00:00,0.008655688
ltc,2014-08-22 00:00:00+00:00,0.007997959
ltc,2014-08-23 00:00:00+00:00,0.005807442
ltc,2014-08-24 00:00:00+00:00,0.006444021
ltc,2014-08-25 00:00:00+00:00,0.006075668
ltc,2014-08-26 00:00:00+00:00,0.007754208
ltc,2014-08-27 00:00:00+00:00,0.008562375
ltc,2014-08-28 00:00:00+00:00,0.007379329
ltc,2014-08-29 00:00:00+00:00,0.006260879
